userID,group,method,verified
mpr_2fL7nEYxVBId656cRa9MYgCHr0i,B,Sms,1
mpr_2fL9Gkmnuijl1dtKfadmBErRUDs,A,Sms,0
mpr_2fLA59PndCboM26hWwO3jTAw1uu,B,Sms,0
mpr_2fLAIpZpFLjfkaNZ7tm7Hr0dts9,B,Sms,0
mpr_2fLAKDlyCGbNLCVqCDUNC0cs6na,C,Sms,1
mpr_2fL9MJiO33V9HmfJKfM6kUe4uw5,C,Sms,1
mpr_2fL9XmZXdz0teKSApOFVEBjz8rw,B,Sms,1
mpr_2fLAAnaZQvNLef7oi1w8XJyipzB,B,Sms,1
mpr_2fLA5hA4rlIqnT2UFXnoBO89geD,B,Sms,1
mpr_2fLBcVCsMwwFPJt1yMQWAvUPkUH,A,Sms,1
mpr_2fLDnCmcBgjZtigN75JYA7lWAHw,C,Sms,1
mpr_2fLE11SqorUMvr4EGZ7XeqTIi2t,B,Sms,1
mpr_2fLEQujHnCxnJURUfdE3d2gMvkI,C,Whatsapp,1
mpr_2fLFLAu6ihQ8GFtBa0UIwFj4k6g,C,Whatsapp,1
mpr_2fLHqaO0ZZ6rCkDSWe7nGrehwRf,A,Sms,0
mpr_2fLJXIVuBVY1WyKdEkn6kWgxVW1,A,Sms,1
mpr_2fLGbuBNekLeRSolQzQcUubnXRt,C,Whatsapp,1
mpr_2fLN7YeZNMAw070bxt4eBEwvNrC,A,Sms,1
mpr_2fLNrsCnyNeDXdqHufH0fmCULWI,C,Whatsapp,1
mpr_2fLOPAI3BUfoQIxX8Fe9BrEfg1e,C,Sms,0
mpr_2fLP39JNdBsfwoQQEqMq3JSPh14,A,Sms,1
mpr_2fLOhBGTTHKV5nAwrzJHVf0d2Ds,B,Sms,1
mpr_2fLRMX6BJuf9SCTm2gtFO9U0myS,C,Whatsapp,1
mpr_2fLRUuSVj9bz7pc3q8m4I28Cbeq,A,Sms,1
mpr_2fLSFhmU4QhTW3n4D0p6IPd9XXb,C,Sms,1
mpr_2fLUNzQ4dAxQI7ph1Uq6y2nxIcS,C,Whatsapp,1
mpr_2fLUkrI3xBAvXaDsdn4eb5KVHmw,A,Sms,1
mpr_2fLUv1502ustkFKnAVaDeQWGykQ,C,Whatsapp,1
mpr_2fLX39NVnW7YpUlHwfBNaKIfjur,B,Sms,1
mpr_2fLa4nQeP1SA8jBcI53wFxoR4cA,C,Whatsapp,1
mpr_2fLck9QkwznUFPPgfQxkCXyo2zX,C,Whatsapp,1
mpr_2fLoQrMlyqI1lOX7DhfSMQVxvHe,B,Sms,1
mpr_2fLoVuDpPOkK2g9iMo1hRRRXl6V,B,Sms,1
mpr_2fLpE2Zarm06p3IHilfaZ8dkNi7,B,Whatsapp,1
mpr_2fLptRK7hwRUTA6oHkURuPu1FeY,A,Sms,1
mpr_2fLouBYAUYS9Mefu2APLR8qSVud,C,Sms,1
mpr_2fLjmYJ2QffedZUdD6GLG5pFZor,C,Sms,1
mpr_2fLrENCFe74ljdarer7lSeUuM8q,A,Sms,1
mpr_2fLteCB9P2un4aeZKkyd65gKu6X,C,Whatsapp,1
mpr_2fLvES4CrK4W1uu3JCREtQseylP,A,Sms,0
mpr_2fLvZzH47hbud3SYgOiaYOb2puT,C,Whatsapp,0
mpr_2fLvwM4T9az0GOhTU8bFOzppZZx,C,Sms,0
mpr_2fM15flfLZhTobu2BtgQBF0M277,A,Sms,1
mpr_2fLyTnGJsDHS79Z4GLH4K4OP3Jk,B,Sms,0
mpr_2fM3Vpslnh2AyxjRdHdQtLwlTLx,A,Sms,1
mpr_2fM5nP9vOVnWKAiXYGXNSxaEOnf,B,Sms,1
mpr_2fM6ONoHPLfpRgkqTYRSrUP5cln,C,Sms,1
mpr_2fJLMj02xuFi6AV5hKfFNKsylEs,A,Sms,1
mpr_2fM969WurmXoIrNNXjIQXXmrlsa,B,Sms,1
mpr_2fMAGHq7pmuErEGnqwZuM180Xkm,A,Sms,0
mpr_2fMCNssWBCT72mJsJd1FTKtPOF8,A,Sms,1
mpr_2fMDRXBn9XVaoXEW3L2kwkDQ0WK,C,Whatsapp,1
mpr_2fMDQm0BqWPHwviYJM6MhYWR0J0,C,Whatsapp,1
mpr_2fMEUKZusvb34QCC40LQhC5ze10,B,Sms,1
mpr_2fMFVsYjKq28F2f8nryyKPCFPI2,C,Whatsapp,1
mpr_2fMGcX6YRYGP6B2uVnJYavCZLHA,C,Sms,0
mpr_2fMGhAwrwvZloiyQo66FzxctsYd,C,Whatsapp,0
mpr_2fMLYllUwcWhZyQg7IUtU643j8R,B,Sms,1
mpr_2fMPs0gdgCtYHZAvq2JU1EOuEJV,B,Sms,1
mpr_2fEXtxrNSV0hRXhvtgGK2ZR6IuB,C,Sms,1
mpr_2fMXhYSLQklTKqGlGFC3kv8Xauk,B,Sms,1
mpr_2fMYLLqAI0RuuJJ9turfRjQ6GLM,C,Sms,1
mpr_2fMcajnDaNV9nv8CwwGTX6LrUIY,B,Sms,1
mpr_2fKhnQI3gP714jAipkXrI4uIbMb,B,Sms,1
mpr_2fMko7xGWDh4hopObA9Y5BlEkWm,B,Sms,1
mpr_2fMmG2g3ofUbwK65i1MIc8O5IsS,C,Whatsapp,1
mpr_2fMnW0CdSNSnvpoTBXsEPpydQJz,C,Whatsapp,1
mpr_2fMnkgWvLwjLqrEqpkN3JgF0kHS,C,Whatsapp,1
mpr_2fMovzjQjn18Q2RMnHFyXAlUM98,A,Sms,1
mpr_2fMp8mLXnIbYgDOoe40ISCjBLlc,A,Sms,1
mpr_2fMqmdIMTnNud1n41eXnvdmxs5U,A,Sms,1
mpr_2fMpxX4bcqGpcVMckfAIVeAmBe5,C,Whatsapp,1
mpr_2fMr7NzAWPysPBZMr4a56ggXRhS,C,Sms,1
mpr_2fMrm3KY08BUCuMBLe9kbKtpxHr,C,Whatsapp,1
mpr_2fMw4pjX3GH3fTuVfnrnwiaALf3,A,Sms,1
mpr_2fMyMZmHCnmwUYGtW0WHszfZfwo,A,Sms,1
mpr_2fMzcV7mcNNCK6jU74Fj3JI8Phb,B,Sms,1
mpr_2fExV0AyTfrE6KmS0lLxPYxfDwE,A,Sms,1
mpr_2fEznA1LQyZOIMjEk4MN1Ax8Ia2,B,Sms,1
mpr_2fF1Z9NERv2g12MwIlE6uBNqoxP,C,Sms,1
mpr_2fF2jji76Tw9ZOLeak2dnKvdFbi,B,Sms,1
mpr_2fF3I3JlTNbT6uGnGgZtNwarYN8,C,Whatsapp,1
mpr_2fF3u743aoH6PDM0nM0acxEzE6D,B,Sms,1
mpr_2fF359Y4mKvjFsctZyavsTBQr07,B,Sms,0
mpr_2fF4Bx4RXvGprH55BVwp6oZnBPY,B,Whatsapp,1
mpr_2fF59MmgvSgAvpzV2IPyChAnrne,A,Sms,1
mpr_2fF6i1m0uxaIUo9Dk51uE24dP8u,C,Whatsapp,1
mpr_2fFA3qXEulW3n6HIyPJjf58RuRv,C,Whatsapp,1
mpr_2fF9xJwbvjwvJoCdC2UaG98BLNK,C,Sms,1
mpr_2fF6lZdPHuyPZF3BG7cLLlT05LC,A,Sms,0
mpr_2fFB2PmI9oJ9wrUZDaj1Vr99eac,C,Whatsapp,1
mpr_2fFEVQqcEnnVFH5LTQWeQLmwfH6,C,Whatsapp,1
mpr_2fFFWtdkWST7sc8Oz0cs2ey5WVi,C,Whatsapp,1
mpr_2fFGMhZyd0ZZeRnPZsC8vizgRun,A,Sms,1
mpr_2fFJCSZto5Ei41RJr6IYyar5tJK,C,Sms,1
mpr_2fFK8LxzD3rsR8iiS0LRfFbHkgD,A,Sms,1
mpr_2fFL4Yh5V74Xgd8C28d7F2kjwH6,C,Whatsapp,1
mpr_2fFI5JcM51QbYDGPsiGxthObDlr,A,Sms,1
mpr_2fEbal6ymzXtE43gBSSGcIk6F2E,A,Sms,1
mpr_2fFPpFgz5zNytj2JkBgz74r5Byg,C,Sms,1
mpr_2fFRrTWqDNiMB3DZgwyRcamto6a,B,Sms,1
mpr_2fFSuH3SyR98NrZC87N65THKhOE,B,Sms,1
mpr_2fFSszvNUdgeJi484LknlkRk8iq,B,Sms,1
mpr_2fFPyGI8PgfYWsdxXNQvruFwoic,A,Sms,1
mpr_2fFXRjQ1rdn3CG0RgaROXZR5nYe,A,Sms,1
mpr_2fFXY7aBJnznTk4pkNy2KgYRaYm,A,Sms,1
mpr_2fFYw9hcuFBdsn9G7uMGBp9SpTt,B,Sms,0
mpr_2fFe2lbxIT9MNWgK8rCkSDKkpCu,B,Sms,1
mpr_2fFfiVI3UTRNJpfQYtjPP4tRNbV,A,Sms,1
mpr_2fFhnUHs1NRcaQb51grjOwDdAvx,B,Sms,1
mpr_2fFmMJ1xGoHB6Ql6M3MyYLG41fX,B,Sms,1
mpr_2fFn0dYEXiEdCn1BGVBvVdxFr4b,C,Sms,1
mpr_2fFlrf83xCvKWjbdKx1vXiD0j9E,A,Sms,1
mpr_2fFmm5BDowNewsO6XQdIb4MNlTV,A,Sms,1
mpr_2fFnin3aMPH0at86jVYjfqjILZK,A,Sms,1
mpr_2fFrOd6S51GhanTcs6f6MLdf4Zc,C,Sms,1
mpr_2fFs8ro6dLBQzfa9kITCOvMKhMw,B,Sms,1
mpr_2fFsjQAZuBufNRbSiGhYvt2VIwp,B,Sms,1
mpr_2fFuCACNsiz7e3346paqsHvt0T8,C,Whatsapp,1
mpr_2fFwb2Tq2cJGiy4c5bKhItZ3san,A,Sms,1
mpr_2fFyTMY6irssKX1dhEqv9CqEjXy,A,Sms,1
mpr_2fG1VBaPjIZjm3YikaOumx4CX1Y,A,Sms,1
mpr_2fG2qFUky53DwneBiY59RHDn4Vl,B,Sms,1
mpr_2fG3OjTwxzit4VFJrYgVy5VwW7x,B,Sms,0
mpr_2fG4pJdlcKJ3UDRKQvFfMHntgk3,C,Sms,1
mpr_2fG74GZQRJSKOh2gJwIDgoJzjaD,C,Whatsapp,1
mpr_2fG8Jo7zN3Nm7b7e9riNSH7E0Cr,A,Sms,1
mpr_2fGF1jqoOnAbNX5J3LQPrvqvymj,B,Sms,1
mpr_2fG6JYkkwv0VLHInS2XvAVbuyYv,A,Sms,1
mpr_2fGKUeSFw6alpnVsbt1fjIB2LT4,C,Whatsapp,1
mpr_2fO9kf8rMeA290BdYLDT8833hPy,B,Sms,1
mpr_2fOBAVlouBgnngUtT7acTbrFmef,C,Whatsapp,1
mpr_2fOFXoBzwFbUOxgOLgtVlLqM7GU,C,Sms,1
mpr_2fOG3KnlpehDJoEWL8Q1OG2Fl7s,B,Sms,1
mpr_2fOGf9BedJ75NV1MgZPW8GhiEbO,A,Sms,1
mpr_2fOHPReKx0x000ZeEeNKNJoPLhu,C,Whatsapp,1
mpr_2fOIoNQHTsPvxxz9tMtmSG9zlSe,C,Sms,1
mpr_2fOOVXdFS4FTO1g4ofdhg1dGlaL,A,Sms,1
mpr_2fOPX25MTj3SzqJEmT0ShP3zMM3,C,Whatsapp,1
mpr_2fOQDJz619HWCbHY0Mjh5Kb1ArG,A,Sms,0
mpr_2fOQkY31Bd8jlmHPDuBg0iyw2pC,C,Whatsapp,1
mpr_2fOS3uZu2LS69opFACIBdVulDpg,C,Sms,1
mpr_2fOSMASSLLUpypUPHwY6pgG5KRZ,B,Sms,1
mpr_2fOTOhxD9LImKV6gCRewlA2PuJ0,C,Whatsapp,0
mpr_2fOU3b0E6puvjN5EE2ffXmgBzyA,C,Whatsapp,1
mpr_2fOUXr7FFIRHYhPD3SVEYeF7lYw,C,Whatsapp,1
mpr_2fOYFl9gxDooTPhwFG5yhsMgDos,C,Whatsapp,1
mpr_2fO6NVmkj3wszgAMFLZCVNfrVid,B,Sms,1
mpr_2fOD5lHCKJegFDNbVii6MI7uio6,B,Sms,1
mpr_2fOipwUQaI8HG5nSpiFAp9O5QAQ,A,Sms,1
mpr_2fOjOiZzIshkxU6IW30ANJzr3UX,C,Sms,1
mpr_2fOkSaOWfnjjF7jRvRySTvvDshI,B,Sms,1
mpr_2fOlm6I6RJLNbdV16a86ydohTuL,B,Sms,0
mpr_2fOmjwUH20baSawELANbK8jLAnK,B,Sms,1
mpr_2fOmvftog81hUc6ggW95J6Vocjk,C,Whatsapp,1
mpr_2fJdDzGGLrTkSQTGLcNLPYbzy3U,A,Sms,1
mpr_2fOudFHNhCMFzo2wZq38H2gx41g,B,Sms,1
mpr_2fJdlXwcYtynqh6hw6EdOtZsenX,B,Sms,1
mpr_2fJdiN2kxv5ERBsvZ6VxQLzBzD9,B,Sms,1
mpr_2fJbNzQtpL1YPPZPNGMVMxLGbfu,B,Whatsapp,1
mpr_2fJRRFk4e5axHYVKSzBZTyDHYa2,A,Sms,1
mpr_2fJgGWGgT08DsNYqKIhjYTUnVwe,C,Sms,1
mpr_2fJgTPcrBGYl2nTx5djAzPAMJfS,A,Sms,1
mpr_2fJhM9XLH9jtnvOVCuwKioG2SLa,A,Sms,1
mpr_2fJjTgCwXgoWSLkNQn7EnMGN3Em,C,Whatsapp,1
mpr_2fJl1WL8A5W3LLtwVnEQD14AXka,B,Sms,1
mpr_2fJlgIRfCJrIE1Q9sbyIK4Ny1fq,A,Sms,1
mpr_2fJnHk025RmOQF7VbvgNOrqY9ZC,C,Sms,1
mpr_2fJnvTtjWfdWb5AbgUWA5KBzbJo,A,Sms,1
mpr_2fJp0H5oxenYzszPbYajqSyeJSP,B,Sms,1
mpr_2fJqfdAQIr0FDb68MRbPur9PDAw,C,Whatsapp,1
mpr_2fJZEBQd9dD1gRLvEsQpIdKtfDv,B,Whatsapp,1
mpr_2fJqpwz8Z33t2ctDWRywrkM8sRp,B,Sms,1
mpr_2fJsPelUevgrrMyPPHVbvPUb8Ki,A,Sms,1
mpr_2fJxEYM1EEG6rVnOqJkJgkACmlv,C,Sms,1
mpr_2fJxldlhIkM1IciH1LFNSqhNXKY,A,Sms,1
mpr_2fJys8OmLLfHVnPxzI3NQzncMSQ,C,Whatsapp,1
mpr_2fJwhK2giedXkcWqy7ShyyaGcxO,A,Sms,1
mpr_2fJzjVeDLhSHQEmRwSOw96FxKeI,C,Whatsapp,1
mpr_2fK0CC9nXOhkqkNdW3P7TUdMDvN,C,Sms,1
mpr_2fJzb3y3RDEAhtIHSp8HIVzfwGY,A,Sms,1
mpr_2fK158QXVC4WWB9xJ2TXd3uwu9x,A,Sms,1
mpr_2fK2BhmRgncZTbQRl6fJzLyFcIx,B,Sms,1
mpr_2fK2hW3E9JRDeD0PZZ5Sw8YgH8D,C,Sms,1
mpr_2fK3SA4m8v4Ul1tk6f5YtsLkflm,A,Sms,1
mpr_2fEn67x0g8D3xMeh5ANOkogzK61,B,Sms,1
mpr_2fEmdjV9cAAe4LhZpPv7YwaRzVq,A,Sms,1
mpr_2fEochXcSE72NQjR5B1uGm88XAD,C,Sms,1
mpr_2fEobSImzYBdOqxSBS4q30ZNUnl,C,Whatsapp,1
mpr_2fEp2t0cfT2DhLGwjxKV85niQsf,A,Sms,1
mpr_2fEprThA2GL3t2Ch9XkTOPX7MjN,C,Whatsapp,1
mpr_2fEqyDywiM9AiSxfhzUTX2vZYhA,A,Sms,1
mpr_2fEsCXk8qsuAKXmMBqWamvhBkO4,C,Whatsapp,1
mpr_2fEswnfkLyGdyo4xrQXLtf9R0fv,C,Whatsapp,1
mpr_2fEuGVE0U0bQwKLifv23H8LasVm,A,Sms,1
mpr_2fEuQbGcLRUmu9inUu3KSQOirle,B,Sms,1
mpr_2fEvlhskCLLQAn2EYXLZgvVsLVi,C,Whatsapp,1
mpr_2fEvzqu5ljzpWQL4PyvRy8GUkaE,C,Whatsapp,1
mpr_2fEy0yeLLqUHFgqlbHkHngpcepI,A,Sms,1
mpr_2fEzYcdoG9oWDkppUls393BJXpK,A,Sms,1
mpr_2fF0IboKUlRj6tXvu8gugqaL4l9,C,Sms,1
mpr_2fF0aY6S1RXM0QwTWzEEcK3z0Ke,B,Sms,1
mpr_2fF0alU9rfwgKGNufN5nVEkgq47,A,Sms,1
mpr_2fF16LI6vMcHrae7CKBdaCcJGCc,B,Sms,1
mpr_2fF3ZknntfVTcygfYH6ysLIoSys,A,Sms,1
mpr_2fF4rwRGaWwAWlH3wMelDHSrnJS,B,Sms,1
mpr_2fF5nHSFaDI2hEsaP9FwrMtsWvF,C,Whatsapp,1
mpr_2fF6KyZk5u0KA6GC1vmDH5nuKIJ,C,Sms,1
mpr_2fF88NGJcCe7k5IlfX6vuydoWDn,A,Sms,1
mpr_2fF7nKsG7AcDVk4TW8Fq6sSBvIT,A,Sms,1
mpr_2fFAaAWeS0Moa3KRJ4tso0Kj0p2,C,Whatsapp,1
mpr_2fFED8DJ6vafj7rCxMZkZJcbdXn,C,Sms,1
mpr_2fFFAQmSjrirPvbHD51y8yDPLY6,B,Sms,1
mpr_2fFEn19oqMPhhBAwqHyb86AzPgh,A,Sms,1
mpr_2fFFIsrRBC2RO4fF6OJmpTg922m,C,Sms,1
mpr_2fFGTj6BiPEc3Po9HrDx851TekW,C,Whatsapp,1
mpr_2fFJSCc5D2qZ42jl470ryVxmspi,A,Sms,1
mpr_2fFJhvfA1E2cmpGx6kSFsFw8hsc,A,Sms,1
mpr_2fFJSIkgZBIspBAhl9ZMZshpFHj,C,Whatsapp,1
mpr_2fFLN2Yf2bSrKSVLGfOzkHeiUV8,A,Sms,1
mpr_2fFMLEWzB2alvdxOOjoPou7yqC5,C,Sms,1
mpr_2fFPuYn9LYnrxhmq12gqu3OQevc,C,Sms,1
mpr_2fFPWTszwrNqCoco04GbyTgdN9W,B,Sms,1
mpr_2fFRqfIxhAQMBWqaWO9sVQzM3h9,A,Sms,1
mpr_2fFSybFMAGPXlZknRfzwC5Q78M1,B,Sms,1
mpr_2fFTIrvDYZoMZro9DplMawvjxMv,C,Whatsapp,1
mpr_2fFUSl0UgrutPJy6Y3aA4cGC84n,C,Whatsapp,1
mpr_2fFVNLKHDt4p3CKPKDXMTLuiF9N,C,Sms,1
mpr_2fFVTi6MDOnvEtXrKxnBVxpRO7i,C,Sms,1
mpr_2fFYFCJzXyabTtXBrZJgoE1YIPr,B,Whatsapp,1
mpr_2fFXdIZT2Wak7nK9WiGvzqZVDRE,B,Sms,1
mpr_2fFb761ZZV6l5vU428TpRgPoACA,A,Sms,1
mpr_2fFbpeYJVG5JKa51n7GOO0j3jVm,C,Whatsapp,1
mpr_2fFc6ZktGgtrRn7UgvuKcX5JSPd,A,Sms,1
mpr_2fFdt6BW8q8KMw435RiYe0HT3Ny,C,Sms,1
mpr_2fFdIUVRSyWdIZ33fyINsEb5JBb,C,Whatsapp,1
mpr_2fFcd7hpEA9nvaGLLzhSRrCzdxZ,C,Whatsapp,1
mpr_2fFc78G3RwDl2ZYd5tti2dlmVb8,C,Whatsapp,1
mpr_2fFgDjFmuR1LOWiL1MuAv8J1Vkm,C,Sms,1
mpr_2fGPMMUDh5LyZOtWARy4Wz7Uxbm,C,Whatsapp,1
mpr_2fGRu6jsPMEIsyWUvmEDoWRpaCS,A,Sms,1
mpr_2fGRbJ7DJGWWJDiGYIYld5Qt4Zd,B,Sms,1
mpr_2fGVLRqppAQtnyccWySmnwqyNSW,A,Sms,1
mpr_2fGXPF2UtbgBsK3nhtoHpIC1t5T,A,Sms,1
mpr_2fGWthyiOL8SMEc5c0sDBv2CHfX,B,Sms,1
mpr_2fGcjlXJezBnKUWvJo82T2Oa5u7,C,Sms,1
mpr_2fGcULCUB0ylBD03uiWlJRA0yDB,C,Whatsapp,1
mpr_2fGfVG4YqLcCrphGf13fvbH8t7J,B,Sms,0
mpr_2fGgSY0dsM4UQJlSP2wHnBSDIkZ,B,Sms,1
mpr_2fGhvX4xNOHsgCGk5DIUhDLzAA2,B,Sms,1
mpr_2fLngKyhF9kI9UH83Z14eY3d2Sd,C,Whatsapp,1
mpr_2fLtgWdiySWTHrqETxEdUIltbRL,C,Whatsapp,1
mpr_2fLu5suikbdHJ7WYsPwlPxQ1wXs,A,Sms,1
mpr_2fLuZyCYzvnw1GG67HI2RRz4vWe,B,Sms,1
mpr_2fLx6s2a72B0r5BFwxunjD9R3Om,A,Sms,1
mpr_2fLxikN0Lr7iZSxljCkkvIYsHq9,B,Sms,1
mpr_2fLyT2RTEp6ZEzBez57ZzvvXQrV,C,Whatsapp,1
mpr_2fLzFnDG2yZr926FCWwpQoAJUhb,B,Sms,1
mpr_2fLyYZBav4YWmE7DngaQzNLA6dg,B,Sms,1
mpr_2fLzYgHbEHNJgQt1O7fMaU98gM8,C,Whatsapp,1
mpr_2fLzb8wxa1roxkqYh8n67LdKNhW,A,Sms,1
mpr_2fM0tGlSzulITxmH2Ub1nwrIjUE,B,Sms,1
mpr_2fM1sw8cl5ku891b0jyXlEcf30a,A,Sms,1
mpr_2fM3ITUsyV9q5fcclmsIGemSIuI,C,Sms,1
mpr_2fM5sFeavKIwIVIwmMbH0IUyyfM,B,Sms,1
mpr_2fM60kwcZmy95uRb45INsfMwJoz,A,Sms,1
mpr_2fM3it7Q64nnoTFXag28pVG7ZAv,B,Whatsapp,1
mpr_2fM7PB369BABzy2qoam3VMWWg6R,A,Sms,1
mpr_2fLXzw7Nv5trVEfhGgqilWg82iI,C,Whatsapp,1
mpr_2fM8KmrmVg8U2IXyPh3KpvyKNyJ,A,Sms,0
mpr_2fMGeH10RmXDzsnYUp2FBVCaIcI,A,Sms,0
mpr_2fMJAnsKAcx7q9BeqwCNevvy543,A,Sms,1
mpr_2fMOCRKwXYUGb8yljX9IvHJic0Q,C,Sms,1
mpr_2fMODE38r2TeLwTW0Qr7SsWnvW5,A,Sms,1
mpr_2fMPC6cswwlvZPTdxC3BjUCilUN,B,Whatsapp,1
mpr_2fMQqa2y2rcKxaDvQ1CesfAWTnm,C,Whatsapp,1
mpr_2fMQr4BgMtUCFIjMfu5aclTduYy,B,Whatsapp,1
mpr_2fMRJztoIqXa7FIO6Uj5pd9vkow,C,Sms,1
mpr_2fMRLmaBCMwO5qbob0o5VmnbOGr,C,Sms,1
mpr_2fMQl18XUIc1G6zqA1MFErmnxo7,B,Sms,1
mpr_2fMVU2LVptgYQkZeChe2eotyvRT,B,Sms,1
mpr_2fMVeXUCtVT3y7pgLTqC3oQjzFN,B,Sms,1
mpr_2fMVsSGyxoVcJBbhdZe3Gtzo3r8,B,Sms,1
mpr_2fMXLwMkH8eyDIbHnoCZ7f9MTc9,B,Sms,1
mpr_2fMXEn7tuhVrZBXQuydKMFMVeXI,A,Sms,1
mpr_2fMbBlvjHGVkbfLZwk3BN0QcjLy,B,Sms,1
mpr_2fMbIZAvUx4FCcTa1hmcmNbmNT2,B,Sms,1
mpr_2fMcIu68i6ybj1m1Occ3Ge4X8XX,C,Sms,1
mpr_2fMdZQCqAGrgnvkdVYDLF1za5Lk,A,Sms,1
mpr_2fMe9I5qHEojH0X22oc7itmBeOQ,B,Sms,1
mpr_2fMeRGQFg2BkvjzfxIznQ4Di20P,B,Sms,1
mpr_2fMdu1TE743HRaKMXOKldYUrrKZ,A,Sms,1
mpr_2fMg51DZxAJGLd8Q9CdHwY2v82E,C,Whatsapp,1
mpr_2fMgIlry8sF3lIWAI4lwlgrKqPH,B,Sms,1
mpr_2fMgxwP6QcoFdi8590DjpRXEDob,A,Sms,1
mpr_2fKiVdSpvqrzJvwObqV8rYh6GLF,A,Sms,1
mpr_2fMhwzyFWK8Gfculz6aMxkBbpM9,B,Sms,1
mpr_2fMisy67I7g4qfvfAhR5uo85gWE,C,Sms,1
mpr_2fMiWVN6nVaKjCf21NJD0j5KTf2,A,Sms,1
mpr_2fMjFRHcqGATdCtCdDuEXK1GdTH,A,Sms,1
mpr_2fMlNVDB5Q7YQuqAHPVEE8HdTl3,C,Whatsapp,1
mpr_2fMlmba7fQSGZZ5MHJg7lL1f8eQ,A,Sms,1
mpr_2fMoRmmi2E60qUzGGII1SYKwSI3,B,Sms,1
mpr_2fMqVLjcX48VAz1GrfFnZWvBm4d,A,Sms,1
mpr_2fMpLoOUlp1PA9bgVR9dYiv0DNY,C,Whatsapp,1
mpr_2fMrWW8VQTb9lAUp28dhaMtJz72,B,Sms,1
mpr_2fMrYNRc4XGrUc64mJiqgKxRWqK,C,Whatsapp,1
mpr_2fMuBxk2D3TZ52FrPGh0WUAdC9c,C,Whatsapp,1
mpr_2fMXoQURUzzlC92reKORyqgUYMT,A,Sms,1
mpr_2fMuRoZqNHRnaYNyLaSdhYwi23q,A,Sms,1
mpr_2fMwlgy4qb9kWkQaOh8SU3jwQJt,B,Whatsapp,1
mpr_2fJZKiJgOO9DRSyHqDhFs3bNLtn,B,Whatsapp,1
mpr_2fMz4SX5c7c5UAp1gYvU2l8kjK4,B,Sms,1
mpr_2fN08blZFTUoMQWIPkUkZFCPROE,A,Sms,1
mpr_2fN06pKzN5tuziVgYrpVCIsKseS,A,Sms,0
mpr_2fN1790e2D4HfSz1NaJmn0tzNZz,B,Sms,1
mpr_2fN267p1An0Ibq3EYpbgXtjWoNV,B,Sms,1
mpr_2fMvf9rSuckYjYqcSDep0coyIZO,C,Sms,1
mpr_2fN3abafzsCcTVu6ik2gfxfZodY,B,Sms,1
mpr_2fN30VDJN6DjkunFnXjgTsBYIiI,C,Whatsapp,1
mpr_2fN4AGZ0a9VOJ51Zl1W41tGIwHy,B,Whatsapp,1
mpr_2fN45mFvPVwDBCw3iVLSCWjRL2W,A,Sms,0
mpr_2fN4jHPTorl8us3rYjyy96nNU7S,A,Sms,1
mpr_2fN4mLfsU4Q1YGDN9rEDYdWx76r,B,Sms,1
mpr_2fN646lu1cQdgmlrTlgZLDOqhAW,B,Sms,0
mpr_2fN6jgVp8ZHOmwj7RDbmqm0XUU7,C,Sms,1
mpr_2fN7iV2DbbOgHp9wM8LaRPAMCs6,C,Sms,1
mpr_2fN4J1Q8WNsR6jG0n0wwxWMlupR,B,Sms,1
mpr_2fN8mO3V7WJU7A3q8cpPQUzZLFc,C,Whatsapp,1
mpr_2fMiHW5XDhkQHVI0ckQqsIYw0td,A,Sms,1
mpr_2fNBX0J6NRAo10gd8wVbQ39PdJr,A,Sms,1
mpr_2fNC1iOqZdXpZpldTHucjXNEsxM,B,Sms,1
mpr_2fNCs81VIHV15kbWz6WrIjtVbto,B,Sms,1
mpr_2fNIT3vRASMpPcbCOhJJ5TXjbqu,A,Sms,1
mpr_2fNITb2IKwh3CrkS3Lw942GAvDQ,C,Whatsapp,1
mpr_2fNK0qhHYXQkbfNINQnksrfEwCY,C,Whatsapp,1
mpr_2fNKfRX0oUeZTdMi2oLcEwbi9PK,A,Sms,1
mpr_2fNMLxYRA14ZNuV4RGV02EaAQsL,C,Whatsapp,1
mpr_2fNKlp3EOiBIsWWT5FSO8Lhzxj1,B,Sms,1
mpr_2fNQzs8jwwqbTEGibNZmD8rXE5q,A,Sms,1
mpr_2fNUZUOGydoTN3TZjPD0qdkGXJn,A,Sms,1
mpr_2fNWPP8bwzCD4xHvSSGIwuIVqiR,C,Whatsapp,1
mpr_2fNWIE5hRxWSOifcJXuczvpllzC,C,Sms,1
mpr_2fNXCZD2ZXJzCx1pzMmABcY8D7j,C,Whatsapp,1
mpr_2fNXDRVwGfbA1Aji1msXWB18eaE,A,Sms,1
mpr_2fNXvRLXgOT6NbgY69TClC4Xns8,A,Sms,1
mpr_2fKxlxKfPjUgzffnLdPs5TkAmYG,C,Whatsapp,1
mpr_2fNY8M201v41QF1TdDuPfQLjKKx,A,Sms,1
mpr_2fFhndfiXL4BgAvhxCZ03niLaiZ,B,Sms,1
mpr_2fFjpQelJ7mULzuruEZnBHfU30y,B,Sms,1
mpr_2fFlezHKjalSMTR8aXB0XL1WQ9c,B,Sms,0
mpr_2fFlnrBNZ3od9wOSnFio1L5dVDx,C,Sms,1
mpr_2fFmjrr905nz1TFNyKIlGR8gs7b,A,Sms,1
