userID,group,method,verified
mpr_2fHogDTo8bFn5Xc9Gaplbd6GVAA,A,Sms,1
mpr_2fHpP4A1t98XkeJvZrbuo5nnz61,B,Whatsapp,1
mpr_2fHplAXZRTQ3uJhncCeW6rtijD6,C,Whatsapp,1
mpr_2fHc46wfKmps49vOCdczc1ewp6A,C,Sms,1
mpr_2fNaznaWPufu8wk1xI8zV9IzKAQ,C,Whatsapp,1
mpr_2fNbWqsqtNaByf80ii9xzfIqEfG,B,Sms,1
mpr_2fNdFkmfYbmNEYTSgh1hunwhy2q,C,Whatsapp,1
mpr_2fNe1aYPATER3aZA9zhEG4DRiQy,B,Sms,0
mpr_2fNdvQHiFy3wAw3EA5ovkL0FWj5,C,Whatsapp,1
mpr_2fNfCeXv0J3JWmRZWkAikysF2tF,A,Sms,0
mpr_2fNfw2MXbM6nizYmXc0hrBSpsUf,B,Whatsapp,1
mpr_2fNXCjtw3h0YilkMUkVv9VCIOh2,B,Sms,1
mpr_2fNiot0wCGWIHlmV5iZ1bexzJaz,B,Sms,1
mpr_2fKxnLFx3J2oBBCCpDM4EfLh1om,C,Sms,1
mpr_2fKyj9jvssojjnsQnBsXwsgpi4i,C,Sms,1
mpr_2fKyrw2qzt9R2vVgzH74qR0KEah,C,Whatsapp,1
mpr_2fL0KkEAVCwKxEXkFzHho6yqaEC,A,Sms,1
mpr_2fL1lJlFAc76Ahyib5paCSrdfx2,A,Sms,1
mpr_2fL1vKV01SraUTVkwKdv8BTM5pG,C,Whatsapp,1
mpr_2fHdP2zmh70KrqnSh1d04UnA1sO,B,Sms,1
mpr_2fL6cwuM3K4p95vgr7kcj9mi8TY,A,Sms,1
mpr_2fL4UV1P02EBVhJHd5HAm6fjpg8,A,Sms,1
mpr_2fL96noibJQb393tFg40lvlaAUr,C,Whatsapp,1
mpr_2fL9x7apkzKwFDbPj78L5KCjhVc,B,Sms,1
mpr_2fL9ind8uUY7BsljW9Y9w4lrZZm,A,Sms,1
mpr_2fLB2JWp1DOgsppTcUOjLzElRsj,C,Whatsapp,1
mpr_2fLBwkZ1BcNqQjHYRvyeUVcyCyi,A,Sms,1
mpr_2fLDY19cK2hYZ3LNqPMruFidReM,C,Whatsapp,1
mpr_2fLFfMNnSIBuxYrmfPwXkrsxVab,C,Sms,1
mpr_2fLGx9C7SuTLCYayADtxS4NM1N5,B,Sms,0
mpr_2fLJjEy34OnJI1Sf7iIdSjUwQTt,B,Sms,1
mpr_2fLLFGmlMsZPDhqX5naKnc3xWew,B,Sms,1
mpr_2fLMcfYRqvVdTgX5Vmc479CJgI2,A,Sms,0
mpr_2fLO5hySuiVBiFojQ8WmvK1e9yA,B,Sms,1
mpr_2fLJ4Bt2TCGuFQJeOWbpQ6rX3hD,B,Sms,1
mpr_2fLS5KYFqGUjoYYk6awKfdchvMb,C,Whatsapp,1
mpr_2fLVFYVALfsLjcZyNvuerHGGKlb,C,Sms,1
mpr_2fLVDFJ2R5FDlJQhnoo75PkLuiF,A,Sms,0
mpr_2fJq1G5lL9jnhRHcmX1ZJcFYMle,A,Sms,1
mpr_2fLXPqJG4n1PohKen9WVMJ4waTy,B,Whatsapp,0
mpr_2fLYqfPC6M4uSRKXiX5n0l8W55k,B,Sms,1
mpr_2fLZOpBWCz0VlVmqFCeiTn3Ryko,A,Sms,1
mpr_2fLbBGQtVtrkzDkO77AeD65FYqe,C,Whatsapp,1
mpr_2fLbFqlt1EtOEJxY4JYrGGeooLU,C,Whatsapp,1
mpr_2fLiOMq9xSj217s5bLUj9vRDefg,C,Whatsapp,1
mpr_2fLjYRLkqOxs5h8xnPJA8YBvLrb,A,Sms,1
mpr_2fLjuugB3VqLuJSkTjR2txuw3oW,A,Sms,0
mpr_2fLk1htXddqzYmr3zXCulfEO40j,B,Sms,1
mpr_2fLkvzrkLXD26f1bWs0trHTEmaP,C,Whatsapp,1
mpr_2fLm9Syd6xoBD3h4NIjuUFkHgRI,B,Sms,1
mpr_2fLntd7o1Zkzo2w8PK2A1u9VSIu,A,Sms,1
mpr_2fLoq5zSjSAgL4PYajcvpa5GvpA,B,Sms,1
mpr_2fLua7YfFd25aNWyxuXqG0x1GI1,C,Sms,1
mpr_2fIqEfvPfzO151BlYSkixkMzKRf,B,Sms,1
mpr_2fLuM5EG4FDuozl79tVU6iSb4vr,A,Sms,1
mpr_2fM3f43p3b8RqtiRWbOW2dxweWq,C,Sms,1
mpr_2fM6rMX5xnoAaRwR6sZiMeYGNFf,C,Sms,1
mpr_2fM63DKfaETSJ2i2iqEw8wHBLo1,B,Sms,1
mpr_2fM7CoGnZxIPwmg2d8Y1H0nj9Kj,C,Whatsapp,1
mpr_2fM8XOZsSGCC0nkzyQdfUrREn3H,B,Sms,1
mpr_2fLnT1RS1XntNchV6n7JytZiAbN,C,Sms,1
mpr_2fMD3qnMbzYdvjKZIbfwnxgeBUd,C,Whatsapp,1
mpr_2fMEzKSPdA3q1gyYj6GgEgjCBlT,C,Whatsapp,1
mpr_2fMImuOhYD97DwPgoFjxKZNXKe2,A,Sms,1
mpr_2fMAESTeTZMUPms1Qb9w3vPDTBd,C,Sms,1
mpr_2fMJSJ1ct7LuG8yWzckip1x40RZ,A,Sms,1
mpr_2fML5C1dYBP5N6StX8g5bUBGweJ,B,Sms,1
mpr_2fMN436mj1dEwAkASAf3jESpupa,B,Sms,1
mpr_2fML0YQIoF5DFz8MM160NBAELMl,A,Sms,1
mpr_2fMOYGOdhYnTmJQPYT4Spigtwoi,C,Whatsapp,1
mpr_2fMPeUwTibxqnHTZ6dYkHwKmJrI,B,Sms,1
mpr_2fMQJPq6iAxiIs6YV3Ruhg3mCnx,A,Sms,1
mpr_2fMQgV5RLRJG4F9DC0zrWkQX1D1,A,Sms,1
mpr_2fMRbpB4Pqi99mOgPrN843itbbp,B,Sms,1
mpr_2fMRSfNPu3XwFH1cUyyj5WvQmKa,A,Sms,1
mpr_2fMSSTNpJZw6cVTMDKWzLxxcArS,C,Sms,1
mpr_2fMSRrTI8aFcR8IE9XkpcmEgX8v,B,Sms,1
mpr_2fMSgCi6jdIQmRb54ciparN7hrS,A,Sms,1
mpr_2fMTf01L9hSx6pO396Sr7l9qeLb,B,Sms,1
mpr_2fMU6i32gBWvXIPWzHx0x4Tzykr,A,Sms,1
mpr_2fMULzWgNp4a7gtjYJXt7jI6HaS,B,Sms,1
mpr_2fMVAL2HARezm1E1uvnHjGi2r1M,A,Sms,1
mpr_2fMW73u8H9rVlMlBfaBjcDKJTra,B,Sms,1
mpr_2fMWqeceNaEymmkDkAhRZy7gNUD,A,Sms,1
mpr_2fL5wecQM7wa90lb2DeNd7LsRKK,C,Sms,1
mpr_2fMWqyy92LuPEyuVIKBWAoZ0dWw,B,Sms,1
mpr_2fMYAC2knSZwy8tG4Xj4h0eDwjf,B,Sms,0
mpr_2fMZKhwHzxvNbZQ4KerAMQLvH8a,A,Sms,0
mpr_2fMb6Wq2miRKPFMKmWJCp58irHW,A,Sms,0
mpr_2fKuZXOqYw33plrcajmEauat5Gu,C,Sms,1
mpr_2fMfsn5L4PDyAKcQDryfBJWgdXB,A,Sms,1
mpr_2fMfpeJ5VklCLWDbgfzA031X1KL,C,Whatsapp,1
mpr_2fMgAMFq0mRNdnUvueLEX1SBKb1,A,Sms,1
mpr_2fMibHP5rakzhdcVzJRBgKcSNrC,B,Sms,1
mpr_2fMnZhLkuo6fKu2CKE8LC2KHOhw,B,Sms,1
mpr_2fHYVjXJvB4i1L5UxYdsmLjZ512,A,Sms,1
mpr_2fHYyojzmRLtaofGS00aWRtic1Z,A,Sms,1
mpr_2fHZKGCXYUvPdzx3A5bQpskVUBq,B,Sms,1
mpr_2fHZFhZku6kJRD5lycbP3H7ciSB,C,Whatsapp,0
mpr_2fHdotV22gDwLTBVtFSdXHstG5y,A,Sms,1
mpr_2fHeR7pErBySezHoaq85DHHSsfr,A,Sms,0
mpr_2fHhy0yDraYRhvLAeJ1t6NNG9GO,C,Sms,1
mpr_2fHidTSIXBnU3EkDLK5s0CIW0x9,A,Sms,0
mpr_2fHkzrwH4FeVZ0xsHGHMT5Lqt8k,A,Sms,1
mpr_2fHnFPWEqWL8FBYLhnk5Ml4SolB,C,Whatsapp,1
mpr_2fHlwvjgz5kT8p8EcPD6HQtPMWK,C,Whatsapp,1
mpr_2fHnTgBN1rIDNylWeWewZxGXkGd,A,Sms,1
mpr_2fFjZgeYet2yqPlE0x50FG96dNS,A,Sms,1
mpr_2fHoD3qsIKIrfpH6hJwDoqYgs2P,B,Sms,1
mpr_2fHpW9UgsG9mUJin13UA4OSAQnc,B,Sms,1
mpr_2fHpndlN7ISkNyJz2st3CIydR1L,C,Whatsapp,0
mpr_2fHs4nJ1YfQPncOpOQuI3pq28CE,A,Sms,0
mpr_2fHtWCGIFYds4WUYIrWuNZrwvPA,C,Sms,1
mpr_2fHueBndxyoNz5wIymbyFtPNocr,A,Sms,1
mpr_2fHv2ZmLjhSoFlS7xXWdCMPYR7u,A,Sms,0
mpr_2fHv58rwOp2FzfxqLrm97f48ghv,C,Whatsapp,1
mpr_2fHvOQO368dcvmzbqVL8AieMWhd,A,Sms,1
mpr_2fHvpxFuaQQidxWvaiuKmdvaOu7,A,Sms,0
mpr_2fHvbSHJTxyYw0yrprWjR3VvBPi,C,Whatsapp,1
mpr_2fHxBh0mft9QqeiJ0ZUYDztebxC,C,Sms,1
mpr_2fHx4nNZOVUc290D1aKsvmoSdai,A,Sms,1
mpr_2fHxFVk3QZkFLPF4e82mUujzkp4,A,Sms,1
mpr_2fJnLNDIfFzVgrF04b16e3Hpisj,C,Whatsapp,1
mpr_2fJngkNSKx2CIU7JCzGnnmSTJP6,C,Whatsapp,1
mpr_2fJpf0XVCgIP4QMmAtaLRFCpxEc,C,Whatsapp,1
mpr_2fJr9sH0BUggCd3ehcJ5WpbcdA4,C,Sms,1
mpr_2fJtMZdv4yrRdH2hZ5wEMwEQbXu,B,Sms,1
mpr_2fJvUuQE6PXPq46JLhNZrNbmkwN,A,Sms,1
mpr_2fJvaWi2vEac9N9tY2xhFrZgYBp,A,Sms,1
mpr_2fJwfIIN3k0rDW04WztsCfNeuWz,C,Sms,1
mpr_2fJxT5N3KWKggWFdXcfPRVK29wJ,C,Whatsapp,1
mpr_2fJxXSadfYR9TGTXHNGGREcOy2S,C,Sms,1
mpr_2fJxk1yVDIKNEqbsSqz5wk1UBJz,C,Whatsapp,1
mpr_2fJy30Z6oIkiU2PZOO5B45GajbF,B,Sms,1
mpr_2fJy2EDChroV0uNqY8YVE3yXsho,A,Sms,1
mpr_2fJyR64qnG0rgNOe4l7JFWwmKlV,B,Sms,1
mpr_2fJyLWmGvqVPe4TAB5S93rEa0UT,C,Sms,1
mpr_2fK2QhNuOnHCWQrUaTWazTQvzeA,A,Sms,1
mpr_2fK5l53ipl3bjiLe3vvqrkqzeYG,B,Sms,0
mpr_2fKAN4nzGbkFsTlCfmsKY0pJMcM,C,Sms,1
mpr_2fKC8am6g6WH6ALWktBlDlgnACz,C,Whatsapp,0
mpr_2fKDv5q9Wio0wfxrRaLrYqQ6FVu,C,Sms,1
mpr_2fKEaYzhA3ut09tjG5iq05FjLxf,C,Whatsapp,1
mpr_2fKAplD4M1U0j8ke0RwL8ew4N1C,A,Sms,1
mpr_2fKIlVvlAI9PziUWRDMpOHvqnyM,B,Sms,1
mpr_2fKHYytkxOuXydJ9YiUi1MwwVVK,C,Sms,1
mpr_2fKJsisOnciqZt6zAmnFNnjW3pK,C,Whatsapp,1
mpr_2fKKCGcgJBVLXcon0HoGsaEhAmH,A,Sms,1
mpr_2fKJzpBbCaASM7GhDTV7QySpikZ,A,Sms,1
mpr_2fKI537bRaEk9k4q9MCE561bFTa,B,Sms,1
mpr_2fKJ5PeruqOMMcPXxEDUsJsOfpV,B,Sms,1
mpr_2fKLronYf0ntQHsOOIe5yW3BVjT,C,Whatsapp,1
mpr_2fKMbvVqKNYIUlrmGUxxsnfdupT,C,Whatsapp,1
mpr_2fKOm0845DA8XOpE7V2df5SvKFI,A,Sms,1
mpr_2fKPK82By9zF4WqaZQd7TNF0v4c,A,Sms,1
mpr_2fKQQOGO3PBIK3gTuFaISOeMkJg,C,Whatsapp,1
mpr_2fKQ4WsN3bSWi4M8p5SY6l6KrtJ,B,Sms,1
mpr_2fKRfKgC0n5MVPCuS1qB8iyGMTb,C,Whatsapp,0
mpr_2fKStgeWm6c8dTakzIAdkTQkEVZ,B,Sms,1
mpr_2fKTBWc1cZUaXJjoWzftzU9P3H2,B,Sms,1
mpr_2fKTfAjKs5cSmJQq7ybURPWRpyQ,A,Sms,1
mpr_2fKToF2yzhr6GrFiuH5XsFvK0uk,C,Whatsapp,1
mpr_2fHzKfKwLAS0VylImlj1gDNgPNs,A,Sms,1
mpr_2fKVG8ZUGVMmncSd8CRFzOCGDuo,C,Sms,1
mpr_2fKV023fMjCZZ2xupg2edNJeROl,A,Sms,1
mpr_2fKVeRD3G5Rx4DBVpsjA9pgFBjk,C,Sms,0
mpr_2fKUqZzavx4GSCxeIzRvkrePNZ5,C,Sms,1
mpr_2fKW2ggRCxjgJYV66KJQP8ETMkg,C,Sms,1
mpr_2fKWIFcvuHygdE7vKPM99r1FBe9,A,Sms,1
mpr_2fKYDf97VwWHWlNk84Ivr7hh6RN,B,Sms,1
mpr_2fKYlNM70UbSVb1dqo0yFojVpfC,C,Sms,1
mpr_2fKZqImbwaFITa1ITYI3FmacqYN,A,Sms,1
mpr_2fKac8fOgYWdVK9iqjreWe180S7,C,Whatsapp,1
mpr_2fKaZxAPrGThphwDafsPBoxR4rF,B,Sms,1
mpr_2fKaM80FKRgXtsgInKd4MrVTA3B,B,Sms,1
mpr_2fKd98iZ5tQ53Y047mRtv8NQD0L,C,Whatsapp,1
mpr_2fKfGp3PacJyJyu2OuL61Sby4ig,B,Sms,1
mpr_2fKgmLTkkIjnUMvaegqRPKDB7fp,C,Sms,1
mpr_2fKgzd4OSDnbkr3XSDChvhamaf5,A,Sms,1
mpr_2fKgVcgjFGJq5DBoxWh9ERJAJkf,C,Sms,1
mpr_2fKkLwkq3OiXTNNsjXqLy4TmWxL,B,Sms,1
mpr_2fKhHLYYZOnI1H8PUw58wur6pcH,A,Sms,1
mpr_2fKn3mynEFXiEH3v9BVTM2AhYQJ,B,Sms,1
mpr_2fKmLH4BkBLGhnEVwrT8SdJoov6,A,Sms,1
mpr_2fKna5N5n341YAAfQ0QiUGJwD9g,C,Whatsapp,1
mpr_2fKoKP7NxU7Gzeg8AdKLVhxCpb1,B,Sms,1
mpr_2fKkqQq3xGm7B1v8OkgFhUsCw48,A,Sms,1
mpr_2fKpID0IUDaXwMPnACwLiWVXPAr,B,Sms,1
mpr_2fKq1Z2qWUq5tdVse8ZGO5rdwzb,A,Sms,0
mpr_2fKtvsHR5lRJ4q3tiKBlD0evsPY,B,Sms,1
mpr_2fKbTHMNaz0SowwZwTPBmmq1Fze,B,Sms,1
mpr_2fKuz9ttUHwQpybcoyKqPGZfY6i,A,Sms,1
mpr_2fKvxRpvgKynk9kHIgU4k8tU0co,B,Sms,1
mpr_2fKwKSUCZR867HhqopgQxQUegx6,B,Sms,1
mpr_2fKxsoEd5aTvVOYFFl0vCQWktlb,B,Whatsapp,1
mpr_2fKyQiGeyxwOTiqml42pL4qr7nt,C,Whatsapp,1
mpr_2fKySd4mCxnbXwAhlriqCA1qqm1,C,Whatsapp,1
mpr_2fKxcDjIJE49v2hzIGQPw9VwrPR,C,Whatsapp,1
mpr_2fL0CzOk7EFAw1KOqwCrrl1tILe,C,Whatsapp,1
mpr_2fL0I5tY9sdyyFn2x0xJpgj2kOY,A,Sms,1
mpr_2fL0QdQUyYzMpvBevsGeO8v2xDn,A,Sms,1
mpr_2fL1RZ88web7cMJhyJdgY5VilzP,A,Sms,1
mpr_2fL1Vs4oxNmTNzXMFm2ZhdLFdul,B,Sms,1
mpr_2fL2Z1GDNWe4HRlhrpqRRYV5S7t,A,Sms,1
mpr_2fFLYyejgfnasGuc8yCs6PmT0Oz,C,Whatsapp,1
mpr_2fFNBGGVyVDM8eF2yCqsAre8j3x,A,Sms,1
mpr_2fFOpF0aYiwhdhxPEBfCvY8aERH,B,Sms,1
mpr_2fFQLYGN8fMM05kghPoSN3ETe7i,A,Sms,1
mpr_2fFQickq80BQ1thGg8jKbCklV4N,B,Sms,0
mpr_2fFQgfl1qz7zmeHVs7tPGES23DM,B,Sms,1
mpr_2fFRAJ4cj1XXv7TjPGd5vCpPVpd,B,Sms,1
mpr_2fFTzWPPyiNsjtHv83eYfG9QPO5,C,Whatsapp,1
mpr_2fFYj9qnmMPIQE4M7xumRpyXSqO,B,Sms,1
mpr_2fFZJBA56TZsQV1WszXisPXPtMC,C,Whatsapp,1
mpr_2fFiILrl9Z9FxZkf2sffogSMIiq,A,Sms,1
mpr_2fFiYCgd5bqhJildqHBdK1RsLYH,C,Whatsapp,1
mpr_2fFjOC6SrnJwAKptEK9tWyb6qOU,C,Whatsapp,1
mpr_2fFl1oqPJTfCUg9Dg4lcpcrQTsD,A,Sms,1
mpr_2fFmAorZJbCHHzHLDLrJJcXOAme,B,Sms,1
mpr_2fFmtm3xP5IBslc7WcZOkXal73L,C,Whatsapp,1
mpr_2fFmL5vveNAEBOCxsgoLBUm2Zz8,C,Whatsapp,1
mpr_2fFnlcxVU484rZpHeNCrdDqoDk6,B,Whatsapp,1
mpr_2fFo5DkcVxsNHgsyUfXwpgxm1Z9,A,Sms,1
mpr_2fFqLBcP1fzKoPtvczwIgZ6Z3JK,C,Sms,1
mpr_2fFrZuocgE76hRF2MCsxyuaae3e,A,Sms,1
mpr_2fFtdWuPTGvpouGSltLg8cgIJjW,C,Whatsapp,1
mpr_2fFwkCodFUxj7h6ugLkrPZTfdDu,C,Whatsapp,1
mpr_2fFxnxlF1lUXPzrF3nxfg1lyfR5,B,Sms,1
mpr_2fG0nilh8hkdcDzioitmF6ymxLi,A,Sms,1
mpr_2fG15su2gAY6C22E5WujzCh68D8,A,Sms,1
mpr_2fG20uuMewaquRCMcvjUgatXC6u,A,Sms,1
mpr_2fJBTEeCbl9z4VqdKVRzuieqPXH,B,Sms,1
mpr_2fJBQYvZpA69wnrKqLKj1MYQugX,A,Sms,1
mpr_2fJEtFRpqYnXC4oD4Sq9FJE4izK,A,Sms,1
mpr_2fJKEyzHHqW60EMNTqzUDF5UtPB,A,Sms,1
mpr_2fI7ZCiuHPnFnMJC49xtYOrcAPp,B,Sms,1
mpr_2fJWO0mdHtqMdOgZP8grDqyKbaq,C,Whatsapp,1
mpr_2fJXz3IzYYB6h1xX5TI0fWES444,B,Sms,1
mpr_2fJa0bmc0C2ZPgIKIiXRpxo7iBI,A,Sms,1
mpr_2fJbfCEBbclJFmFrEIbg8NgW00i,A,Sms,1
mpr_2fJe2RE7FmaC6gvpdYVhkcciYdT,A,Sms,1
mpr_2fJYzd8MPgnooMFcjclaIxeMg7C,C,Sms,1
mpr_2fHoSehMunMubKPzzxmQ7kRi7hO,B,Sms,1
mpr_2fJfSA3hBPgn8b3sFcUY0sBgRmx,A,Sms,1
mpr_2fJhw7UwAqGhUANgKP9wK413duj,B,Sms,1
mpr_2fJgRGW53Xij376zB5i5adTYecG,C,Whatsapp,0
mpr_2fJiwaF5AXreiWRWppjpABbAmA7,A,Sms,0
mpr_2fJkWAznGA84ZvfYXQRx9KP3gV7,B,Whatsapp,1
mpr_2fJlJEDMvY8sFQkZfuGQPHQtMbG,C,Whatsapp,1
mpr_2fJmG7zT3ePW3wsdL1vTTtmu9HQ,C,Whatsapp,1
mpr_2fJnllPOAKBOJNG7Cz1HSG71jgy,C,Whatsapp,1
mpr_2fJqoD5qFzP5necP0OmR4B3gt7w,A,Sms,0
mpr_2fJtIqiuF2fOzxJgOfSW0ICPABQ,A,Sms,0
mpr_2fJuJBoYmtKImff3wCwLKwwHoq2,B,Sms,1
mpr_2fJqVl9mtfNzCPQ5pibXNWiEje3,A,Sms,1
mpr_2fJvrl4f3oH9D79sxE7rS2oFgsL,A,Sms,1
mpr_2fJvd7jSEhLDxHPArrUBSukhegm,A,Sms,1
mpr_2fJq0I6w5uqtGeOslBAI31aLvgD,B,Sms,1
mpr_2fJyuTFrGLRZBPYFjh8EI7XLTjF,A,Sms,1
mpr_2fJz7NpYv0iToBSSZkZB3C73bCV,A,Sms,1
mpr_2fJzpsfcJj2Os8DBkLZaVFVdFJO,C,Sms,1
mpr_2fK0413j1tWEnxH7EL4w30zHUrY,C,Whatsapp,1
mpr_2fK2yZjDlH2U4NmTTJFRh5F23UT,B,Sms,1
mpr_2fK3FW6RXIG4mclz9SIJR2Pp8eX,A,Sms,0
mpr_2fK6FxLfLZUikivrKGdhOVfJwzU,A,Sms,1
mpr_2fK6wpmrptRyzu6e7eugxpdBdzZ,A,Sms,1
mpr_2fK7vm6HcXxCm7kYsD7zINbLJdh,A,Sms,1
mpr_2fK93zgZGSheJzOXGTmApDE1NVN,C,Sms,1
mpr_2fK9R7qcb2mIecG7eaD9jjhl15d,C,Whatsapp,1
mpr_2fK9PbNCjMuZe3oKVSPskfj9XHI,A,Sms,1
mpr_2fK9KusftRHA6MR2ienOBJI0Y4W,C,Whatsapp,1
mpr_2fKA4TAwpWXtEhvlB098pfNIIFo,C,Sms,1
mpr_2fKAZJ7ixLXTFpR8iZoIn2Wb6nz,B,Sms,1
mpr_2fKClOicW40GRTTXHo3c97XJZuI,A,Sms,1
mpr_2fKGhHO90DMU8RHJmiUmWqXgSa4,C,Sms,1
mpr_2fESbavSGzDyphLV5DMUmN2g70C,C,Whatsapp,1
mpr_2fEU3jGQ3SjzVD1w9BJjyuddtl1,B,Sms,1
mpr_2fEWPsUw8r3u15zraWcYrMToPmG,A,Sms,1
mpr_2fEaHKAUcZuJRvoyH3vP0LQDrLo,C,Whatsapp,1
mpr_2fEcKac2cOYCGdVLeT9XzYJXPEA,A,Sms,1
mpr_2fEcKhVtJPoDlhSVoDyqflV2Qko,C,Sms,1
mpr_2fEeRCM8O2OpKJNAW7pFzk5W8jD,C,Sms,1
mpr_2fEgaNaBI2XFK45a7cOlR7FaKZd,B,Sms,1
mpr_2fEh8BoHdo0kpMVGMJTSVjyBioB,A,Sms,1
mpr_2fEhy9xZ5ed1TLr1q0V0bF2ICSH,C,Whatsapp,1
mpr_2fHxa11dEeU8TCeiJZX5CO736K5,A,Sms,1
mpr_2fI02P9Eq74cwQDI8s7ZKLKsmJz,A,Sms,0
mpr_2fHzC9gXftf8xoZWMZROSjrmTF3,A,Sms,1
mpr_2fI0gpfiqom30WNfATXK3ZZVXFZ,A,Sms,1
mpr_2fHCmR0Gzq34CL3O4Jsxn36y2wi,C,Whatsapp,1
mpr_2fHyG1836bE0qARoOzMk84f8RWJ,A,Sms,1
mpr_2fI1HnARM4s6X8IgRhprYDocAo4,C,Whatsapp,1
mpr_2fI2oxyI8t3i5NTCUA4PZT1JEqQ,C,Whatsapp,0
mpr_2fEarioxVbi8vZHnrGgzqemIwfR,C,Whatsapp,1
mpr_2fI1X1Pirm2G1elbNFtHn4RysM9,C,Whatsapp,1
mpr_2fI2GyxQsbwRdhs1cBkgaZMqqTI,C,Whatsapp,1
mpr_2fI3xNlHeNpK3ElxWoWWaVL5WKX,C,Whatsapp,1
mpr_2fI4kIc2O4ctUaUTXNDGvPGcVPx,B,Sms,1
mpr_2fI470MeNCVZljMVKHAXoXYMwjm,C,Whatsapp,1
mpr_2fI5qmtgaQonZ7Bml1dX7Ak65xu,B,Sms,1
mpr_2fI6SNd8F83rGXZxRmqWn9YjBEu,A,Sms,1
mpr_2fI6uUfYe0pwYnTas9YYYewRu6B,C,Whatsapp,1
mpr_2fI7IgTp8DeL1b2zWEycnGtJxDB,C,Sms,1
mpr_2fI18ZeYqiw1uXmbue1GWZX6Bx9,C,Whatsapp,1
mpr_2fI7xmfdpnKRxBkZnBPbTRzoiGI,B,Sms,1
mpr_2fI89uGvd4ENkeen2JySD1jinbL,C,Whatsapp,1
mpr_2fI8SkyjTsBa8Xm7oLFADQsJfwE,C,Whatsapp,1
mpr_2fIA7h7WL8okF8CblodIepLY0up,A,Sms,1
mpr_2fIC344fsSIOBZiZQoYpKFByqFt,C,Sms,1
mpr_2fIBviQHvkLEuG8u1KGRSiQblfy,B,Sms,1
mpr_2fIECATroJ7EyzwUWYH5xI5rfRF,C,Whatsapp,1
mpr_2fI6svMvhlgDE4LMNHJHHenPrpA,A,Sms,0
mpr_2fIHdnmaMLkQ71gAPpQW1dskOG3,A,Sms,1
mpr_2fIIhZcL3fqNspfDZ3fp1XdAmuY,B,Sms,1
mpr_2fIJdI2lbMFoU6uAXazPqsCw9ue,C,Sms,1
mpr_2fIJBwEzlH2LezxMJLmbJWgxm9v,A,Sms,1
mpr_2fIJjLyqzNar8vqftehBPpnRfT3,C,Whatsapp,1
mpr_2fIKFIFPxXRRoPuKdGJgnXKoNHN,C,Whatsapp,1
mpr_2fIKBCGgwA2PWOjZUIZ3uYgooAV,A,Sms,1
mpr_2fILfsERd9ygcNdEhOVKmgEa6qg,A,Sms,1
mpr_2fIM9etPDBcZ57ElYK9bj4V15Tv,B,Sms,1
mpr_2fILp1r7Hj6V1KzwL6ypeSg0goX,B,Sms,1
mpr_2fIM4IvQYc10yCblwOV6XmnlPs6,A,Sms,1
mpr_2fINMHSiHRiQhclAmYijhrj3rHz,A,Sms,1
mpr_2fIN8kycdBu82iVOffvEfElhm9A,C,Whatsapp,1
mpr_2fINmwoEa3iU4gOaIkZE4EF4EhO,A,Sms,1
mpr_2fINqvKv12C2C5RaBBnYGhfOB52,C,Whatsapp,1
mpr_2fINhWqQofKQ5odADxBeaT77ika,B,Sms,1
mpr_2fIPoVmkveX68EH0XxMs6mJFWpE,A,Sms,1
mpr_2fIPjrsGybXSPKYd1IE5TbgtZCJ,A,Sms,1
mpr_2fIRAO5VKxNu8WGOcloD87cz9Fw,C,Sms,1
mpr_2fITVzROkhT9AFJx66T7wMGYkr2,B,Sms,1
mpr_2fIXNhr3qsk34RJi26LB7hZZGPT,C,Whatsapp,1
mpr_2fIXe0pvYN7fR5XnGgHWzLCe1HF,A,Sms,1
mpr_2fIaRvrNcuEcCBgAgSfe5LLjJXN,B,Sms,1
mpr_2fIbXdfnf6Z1Wn3NFfYPrQ3w3Pb,B,Sms,1
mpr_2fIcy056gshto6j68AwAAtnKogq,B,Sms,1
mpr_2fIctiWXBsrF5eJfQaYVoeH8rPp,C,Sms,1
mpr_2fIeYPGMlrmYWBmIZdFWAJZzutt,C,Whatsapp,1
mpr_2fIi6RHAtiw5ye8AOlEHnAXU0yV,C,Sms,1
mpr_2fN5Uh3FbJTrYL1uBdaY6D0HXdl,A,Sms,1
mpr_2fNCydMcaOacckQQF4eOcuPN4nt,B,Whatsapp,1
mpr_2fNEOIqNbEFxUsSK0YSBWVVZtQf,C,Whatsapp,1
mpr_2fNFCmj22E0s2BREZZFL6K9xj5O,B,Whatsapp,1
mpr_2fNG7wGdWQ99oPkz35yYfuCpChD,B,Sms,1
mpr_2fNIjDKg5tvTVZN776TwP46A4M1,A,Sms,0
mpr_2fNI76tQiL36REvVS3yOow6PPA2,C,Sms,1
mpr_2fMxqejkr9HF7VRskZPm9uP672e,A,Sms,1
mpr_2fNLE71GL1M1lXsYD7fzNSAp8fD,C,Whatsapp,1
mpr_2fNKh1eilQs5QN2Tsy9VwwqDs6o,A,Sms,1
mpr_2fNNLaOPenhJcHZSzcv9R4v1ymF,A,Sms,0
mpr_2fNQ4lEDF3dHlMfWPBNPF94RvZN,B,Sms,1
mpr_2fNQinAXzezsHkILFmiq4VwE4bW,B,Sms,1
mpr_2fNO9oI0veBgE0T1yFOkGggzszp,B,Sms,1
